Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	tree_length
2052	-2425.2	-2503.151	77.9513	0.0218192	0.121198	0.0897065	0.0494029	0.0739789	0.00720391	0.0312835	0.0180081	0.0286182	0.0180433	0.108838	0.00996079	0.020699	0.061676	0.105955	0.0546921	0.0481218	0.049512	0.0901493	0.0288162	0.0890896	0.00290857	0.0592364	0.0914487	0.0622027	0.0804551	0.0624972	0.00171835	0.126364	0.154758	0.103239	0.123375	0.0624894	0.0116257	0.0115884	0.0224851	0.0375927	0.0269443	0.153611	0.109197	0.0814808	0.167003	0.129914	0.0820924	0.0789209	0.0340861	0.0961238	0.0417168	0.087438	0.108831	0.0398771	0.0240684	0.0960685	0.0115613	0.00890176	0.27694	0.534626	0.822539	1.21575	1.87047	3.61089	0.9283873	0.00620112	0.0344449	0.025495	0.0140405	0.0210251	0.00204738	0.00889093	0.00511798	0.00813343	0.00512798	0.0309323	0.0028309	0.00588275	0.0175286	0.0301128	0.0155438	0.0136764	0.0140715	0.0256208	0.00818969	0.0253197	0.000826629	0.0168353	0.0259901	0.0176783	0.0228657	0.017762	0.000488364	0.0359133	0.0439828	0.0293409	0.0350637	0.0177598	0.00330407	0.00329349	0.00639037	0.010684	0.00765769	0.043657	0.0310342	0.0231572	0.047463	0.0369221	0.023331	0.0224297	0.00968741	0.0273188	0.0118561	0.0248503	0.0309304	0.0113333	0.00684035	0.0273031	0.00328577	0.00252992	3.518592
2088	-2435.74	-2512.581	76.84061	0.0136982	0.125093	0.0686566	0.0187698	0.0714058	0.0169531	0.031406	0.0387189	0.0373239	0.0236687	0.135494	0.00743619	0.013482	0.0685147	0.0749602	0.13832	0.0155501	0.117608	0.0607399	0.082088	0.0299286	0.00825506	0.0486003	0.147105	0.0513529	0.0853787	0.0477519	0.0149897	0.125984	0.113326	0.062572	0.168181	0.124593	0.0749744	0.0405772	0.165196	0.0240684	0.0172871	0.133678	0.0823595	0.0181035	0.0472871	0.145307	0.0961761	0.0617979	0.102239	0.189244	0.10935	0.060238	0.133452	0.111358	0.0646498	0.0987532	0.180894	0.0657065	0.315296	0.569539	0.838934	1.19199	1.75581	3.17162	0.8345979	0.00325326	0.029709	0.0163056	0.00445774	0.0169586	0.00402629	0.00745878	0.00919558	0.00886426	0.00562122	0.0321792	0.00176606	0.00320192	0.0162719	0.0178027	0.0328505	0.00369308	0.0279315	0.0144255	0.0194956	0.00710792	0.00196054	0.0115424	0.0349368	0.0121961	0.0202771	0.0113409	0.00355999	0.0299206	0.0269143	0.0148606	0.0399424	0.0295903	0.0178061	0.00963692	0.0392333	0.00571614	0.00410561	0.0317479	0.01956	0.00429951	0.0112305	0.0345099	0.0228414	0.0146767	0.0242814	0.0449445	0.0259702	0.0143063	0.0316942	0.0264472	0.015354	0.0234535	0.0429617	0.015605	4.210602
2124	-2433.447	-2509.945	76.49755	0.0788631	0.137849	0.0939662	0.0951684	0.0752633	0.0604927	0.0403685	0.0356028	0.0380124	0.0248254	0.133558	0.0342187	0.0557774	0.028903	0.144809	0.0916109	0.0325834	0.188837	0.0828096	0.0468528	0.0860771	0.047707	0.0349435	0.0981439	0.108663	0.0715299	0.105503	0.00977202	0.14243	0.139824	0.150321	0.131547	0.137571	0.134287	0.0151056	0.0720325	0.0470012	0.00762049	0.142482	0.115168	0.0629758	0.134318	0.0441982	0.0479622	0.0902226	0.150577	0.0264717	0.00171398	0.161258	0.175627	0.0561849	0.0240962	0.0743399	0.0200431	0.0548307	0.346321	0.596215	0.851001	1.17509	1.67725	2.88749	0.7667335	0.0177503	0.0310268	0.0211496	0.0214202	0.0169401	0.0136155	0.00908604	0.00801337	0.00855573	0.00558763	0.0300608	0.00770185	0.0125542	0.0065054	0.0325932	0.0206195	0.00733378	0.0425029	0.0186386	0.0105455	0.019374	0.0107378	0.00786498	0.02209	0.0244575	0.0160998	0.0237463	0.00219946	0.0320577	0.0314711	0.0338337	0.0296083	0.0309641	0.030225	0.00339993	0.0162129	0.0105789	0.0017152	0.0320696	0.0259216	0.0141744	0.0302318	0.00994801	0.0107952	0.0203071	0.0338914	0.00595817	0.000385779	0.0362956	0.0395297	0.0126459	0.00542351	0.0167322	0.00451125	0.0123411	4.44292
2160	-2432.257	-2508.675	76.4175	0.0678141	0.0810491	0.0814134	0.13681	0.0667026	0.0989451	0.0345594	0.0371682	0.0266032	0.0223707	0.110077	0.0134522	0.0259373	0.0122915	0.168946	0.0621715	0.0422508	0.127039	0.0450598	0.108202	0.0967171	0.0130251	0.0877546	0.235821	0.114702	0.106655	0.0667255	0.019207	0.12302	0.037725	0.0132614	0.0657268	0.0533525	0.177129	0.0189106	0.0739849	0.186176	0.0620634	0.11388	0.227795	0.0565207	0.0732326	0.122097	0.079931	0.194688	0.0242483	0.0381785	0.0848951	0.132103	0.136116	0.00320935	0.0586524	0.0371842	0.0834722	0.0266859	0.288584	0.545473	0.82771	1.20815	1.83327	3.4652	0.8986083	0.0153644	0.018363	0.0184456	0.0309967	0.0151126	0.0224177	0.00783001	0.00842108	0.00602741	0.00506845	0.0249397	0.00304782	0.00587653	0.00278485	0.0382775	0.014086	0.00957264	0.0287829	0.0102091	0.0245149	0.0219129	0.00295107	0.0198823	0.0534291	0.0259876	0.0241645	0.0151178	0.00435167	0.0278722	0.00854724	0.0030046	0.0148915	0.0120879	0.0401316	0.00428452	0.0167625	0.0421814	0.0140615	0.0258014	0.0516108	0.0128057	0.0165921	0.0276632	0.0181097	0.0441098	0.00549386	0.00864997	0.0192344	0.0299301	0.0308395	0.000727132	0.0132887	0.0084247	0.018912	0.00604613	4.413708
2196	-2432.401	-2508.632	76.23174	0.0509621	0.0774317	0.141049	0.0813583	0.0668812	0.0497282	0.00288696	0.00227983	0.0442071	0.0638989	0.132819	0.00877019	0.0347612	0.0017247	0.161119	0.22414	0.0850698	0.170902	0.0223215	0.0792229	0.0888698	0.00237951	0.0237531	0.114924	0.219993	0.1215	0.0653652	0.0158611	0.149753	0.0959108	0.0195993	0.102627	0.119687	0.202542	0.0981889	0.0762612	0.166743	0.0854189	0.049712	0.142352	0.0905826	0.0978108	0.17123	0.0885494	0.196125	0.00902336	0.0425634	0.109231	0.101549	0.0528734	0.0118249	0.0520739	0.0580747	0.0388699	0.00672189	0.344377	0.59458	0.850272	1.17609	1.68186	2.90379	0.7708038	0.0111027	0.0168694	0.030729	0.0177248	0.0145708	0.0108338	0.000628956	0.000496688	0.00963101	0.0139211	0.0289362	0.00191068	0.00757312	0.000375745	0.0351015	0.0488313	0.0185334	0.0372328	0.00486298	0.0172596	0.0193613	0.000518404	0.00517489	0.0250375	0.0479279	0.0264702	0.0142405	0.00345552	0.0326254	0.0208953	0.00426992	0.0223585	0.0260753	0.044126	0.0213916	0.0166144	0.0363269	0.0186095	0.0108303	0.0310129	0.0197344	0.0213092	0.0373045	0.0192915	0.0427281	0.00196584	0.00927291	0.0237972	0.0221237	0.0115191	0.00257618	0.0113449	0.0126522	0.00846825	0.00146444	4.590078
2232	-2430.982	-2506.848	75.86598	0.0370692	0.112854	0.0849635	0.0953078	0.0496477	0.008037	0.00169102	0.011719	0.0182571	0.0233394	0.204568	0.00069583	0.0659389	0.0110742	0.131043	0.0442569	0.0880919	0.134161	0.0353224	0.0641407	0.116084	0.0269232	0.0857561	0.156733	0.147569	0.0522035	0.0675449	0.0155047	0.215043	0.125957	0.0843739	0.129477	0.123439	0.226463	0.0955439	0.0950365	0.113794	0.0504695	0.0515317	0.130411	0.0414398	0.0349304	0.25132	0.0778883	0.170853	0.15193	0.117285	0.166295	0.0435699	0.126968	0.0082647	0.0507485	0.0685606	0.132479	0.0295257	0.352421	0.601313	0.853264	1.17197	1.66303	2.83752	0.7541095	0.00771617	0.0234912	0.0176856	0.0198389	0.0103345	0.00167295	0.000351996	0.00243937	0.00380033	0.00485824	0.042582	0.000144841	0.0137256	0.00230517	0.0272773	0.00921233	0.0183368	0.0279263	0.00735256	0.0133513	0.0241636	0.00560423	0.0178506	0.032625	0.0307173	0.0108665	0.0140599	0.0032274	0.0447625	0.0262187	0.0175629	0.0269513	0.0256946	0.0471395	0.019888	0.0197824	0.0236869	0.0105055	0.0107266	0.0271459	0.00862594	0.00727096	0.0523137	0.0162129	0.0355641	0.0316252	0.0244135	0.0346152	0.00906934	0.026429	0.00172035	0.0105636	0.0142713	0.0275763	0.00614595	4.804093
2268	-2437.843	-2514.94	77.09675	0.0403622	0.145661	0.099765	0.111349	0.0579826	0.0142255	0.0022423	0.0198927	0.028166	0.0184256	0.06468	0.00117959	0.0437348	0.00533336	0.143418	0.0516947	0.0927421	0.0630768	0.0533611	0.0371326	0.0816945	0.0135131	0.013111	0.19698	0.134579	0.0913381	0.0907951	0.0526195	0.119115	0.143701	0.0906355	0.0198141	0.0562847	0.139731	0.0491207	0.0304824	0.0665217	0.0171974	0.0632909	0.174022	0.173639	0.0811858	0.101622	0.0944796	0.109934	0.213135	0.00201898	0.102755	0.106808	0.117742	0.0233923	0.0543415	0.011669	0.121741	0.0932985	0.38461	0.6275	0.864688	1.15649	1.59363	2.60003	0.6909099	0.0097335	0.0351268	0.0240587	0.0268521	0.0139827	0.00343054	0.000540739	0.00479721	0.00679234	0.00444341	0.0155978	0.000284464	0.0105468	0.00128616	0.0345857	0.0124664	0.0223651	0.0152112	0.0128682	0.00895467	0.0197009	0.00325874	0.00316177	0.0475025	0.0324542	0.0220265	0.0218956	0.0126894	0.0287251	0.034654	0.0218571	0.00477824	0.0135733	0.0336967	0.0118456	0.00735093	0.016042	0.00414722	0.0152628	0.0419661	0.0418737	0.0195783	0.0245065	0.0227841	0.026511	0.0513983	0.000486885	0.0247797	0.0257572	0.0283939	0.00564115	0.0131047	0.00281401	0.0293583	0.0224993	4.146733
2304	-2431.921	-2508.718	76.79798	0.000169598	0.207102	0.0784662	0.123607	0.0660843	0.0532132	0.0120659	0.0167623	0.0399388	0.0276587	0.178528	0.00422621	0.027091	0.0330468	0.111579	0.122557	0.0356999	0.0964303	0.0700757	0.0544923	0.121131	0.0103578	0.046425	0.100317	0.101826	0.093125	0.0797437	0.0256343	0.119717	0.098658	0.102793	0.011234	0.08673	0.105266	0.0183638	0.0205798	0.0963613	0.19338	0.0245144	0.0121132	0.112294	0.0966584	0.185566	0.0179999	0.0799367	0.0926012	0.0380116	0.105405	0.0391813	0.207653	0.10815	0.0818559	0.0639793	0.106337	0.0146085	0.274083	0.531929	0.821242	1.21767	1.87995	3.64853	0.9358862	4.05998e-05	0.049578	0.0187839	0.0295902	0.0158199	0.0127387	0.00288845	0.00401271	0.00956091	0.00662119	0.0427376	0.00101171	0.00648528	0.00791105	0.0267108	0.0293388	0.00854616	0.0230843	0.0167753	0.0130449	0.0289975	0.00247953	0.0111136	0.0240148	0.024376	0.0222931	0.0190898	0.00613656	0.0286588	0.0236176	0.0246075	0.00268929	0.0207622	0.0251994	0.00439609	0.00492657	0.0230678	0.046293	0.00586848	0.00289976	0.026882	0.023139	0.0444224	0.00430898	0.019136	0.0221677	0.00909955	0.0252327	0.00937958	0.0497098	0.0258898	0.0195954	0.0153159	0.0254559	0.00349711	4.177301
2340	-2433.634	-2510.6	76.96513	0.000202335	0.104216	0.0920999	0.106281	0.155054	0.0400288	0.0625969	0.0485392	0.00732652	0.0413326	0.0497255	0.0166669	0.0229253	0.0185968	0.0678363	0.0783578	0.0606445	0.127506	0.0546392	0.0912118	0.0816801	0.03684	0.0266141	0.142352	0.134755	0.0689031	0.0719543	0.00869421	0.154715	0.0612952	0.0462374	0.0204393	0.0996878	0.0459907	0.0453988	0.0294682	0.0472041	0.180141	0.00627041	0.0833316	0.118256	0.0683287	0.0986711	0.10217	0.0576086	0.13469	0.0393136	0.123209	0.0793848	0.228521	0.12271	0.0507069	0.0611668	0.17262	0.0537237	0.32225	0.575631	0.841723	1.18804	1.73722	3.10319	0.8188242	4.87692e-05	0.0251192	0.0221989	0.0256171	0.0373728	0.0096482	0.0150878	0.0116995	0.00176592	0.00996246	0.0119854	0.00401725	0.0055257	0.0044824	0.0163507	0.0188867	0.0146172	0.0307329	0.0131697	0.0219849	0.0196874	0.00887958	0.00641484	0.0343113	0.0324802	0.0166078	0.0173432	0.00209558	0.0372911	0.0147741	0.0111447	0.00492652	0.0240279	0.0110852	0.0109425	0.00710277	0.0113777	0.0434196	0.00151137	0.0200855	0.0285033	0.0164694	0.0237828	0.0246261	0.0138855	0.0324645	0.0094758	0.0296972	0.0191342	0.0550806	0.029577	0.012222	0.0147431	0.0416068	0.0129491	4.148839
2376	-2428.204	-2504.05	75.84668	1.91394e-05	0.0794567	0.101129	0.169977	0.0840187	0.0841239	0.0149685	0.0153541	0.0202969	0.0337202	0.120728	0.0186999	0.0323228	0.0208517	0.113309	0.0842543	0.0308715	0.222106	0.0340687	0.103816	0.0701462	0.04671	0.0044107	0.195551	0.123835	0.0844799	0.0882353	0.0139761	0.14797	0.0818999	0.093281	0.076414	0.135997	0.0399972	0.062638	0.0563387	0.0512209	0.301885	0.0193007	0.0288838	0.0641741	0.0448537	0.208349	0.132452	0.131976	0.115018	0.0413314	0.0742226	0.147546	0.0816009	0.251657	0.0529101	0.0456079	0.247815	0.053409	0.339835	0.590743	0.848556	1.17847	1.69278	2.9426	0.7804048	3.98722e-06	0.0165528	0.0210677	0.0354106	0.0175032	0.0175251	0.00311831	0.00319864	0.00422836	0.00702477	0.0251506	0.00389566	0.00673366	0.00434394	0.0236052	0.0175523	0.00643131	0.0462703	0.00709736	0.0216274	0.0146132	0.00973086	0.000918859	0.0407381	0.025798	0.0175993	0.0183816	0.00291156	0.030826	0.0170618	0.0194328	0.015919	0.0283316	0.00833243	0.0130491	0.0117368	0.0106706	0.0628903	0.00402083	0.00601723	0.0133691	0.00934416	0.0434044	0.0275931	0.027494	0.0239612	0.00861038	0.0154624	0.0307376	0.0169995	0.0524266	0.0110225	0.00950128	0.0516261	0.0111264	4.800187
2412	-2439.644	-2517.046	77.40142	0.0563649	0.148703	0.0850577	0.115473	0.0387342	0.0210254	0.0242038	0.0292969	0.0272027	0.00759777	0.0983502	0.000836066	0.0252224	0.0058865	0.0985793	0.111379	0.0663281	0.120272	0.0323111	0.058005	0.0290054	0.0171287	0.0179583	0.132143	0.0597817	0.10624	0.0479562	0.0115647	0.0611336	0.0219448	0.074728	0.136243	0.151339	0.0378194	0.235354	0.0158578	0.109369	0.145461	0.158655	0.0164468	0.0746365	0.118164	0.0601034	0.0484982	0.0483952	0.100353	0.0578333	0.201039	0.112156	0.0305865	0.0246316	0.0722252	0.129412	0.00109294	0.0438494	0.30723	0.562386	0.835633	1.1967	1.77814	3.25489	0.8533369	0.0145273	0.0383262	0.0219225	0.0297616	0.00998321	0.00541902	0.00623819	0.00755087	0.00701113	0.00195822	0.0253484	0.000215485	0.00650073	0.00151716	0.0254074	0.0287064	0.0170952	0.0309985	0.00832773	0.01495	0.00747574	0.00441469	0.0046285	0.0340581	0.0154079	0.0273819	0.01236	0.00298063	0.0157563	0.00565597	0.0192601	0.0351149	0.0390056	0.00974743	0.0606593	0.00408713	0.0281884	0.0374905	0.0408911	0.00423893	0.0192365	0.0304552	0.0154908	0.0124997	0.0124732	0.0258646	0.0149057	0.0518151	0.0289067	0.00788324	0.00634845	0.018615	0.033354	0.000281689	0.0113016	3.879936
2448	-2435.61	-2512.054	76.44431	0.0330967	0.173001	0.0965199	0.0828892	0.0358612	0.0190064	0.00974396	0.0330385	0.0656535	0.015295	0.066316	0.0160895	0.0431311	0.0394964	0.0825448	0.108847	0.00946301	0.160616	0.0353475	0.138396	0.0760698	0.0168355	0.0602635	0.0941272	0.0989933	0.0923428	0.0506256	0.000167575	0.209558	0.0102272	0.107578	0.349147	0.15419	0.100973	0.0360223	0.000959055	0.0524958	0.087755	0.162682	0.0169947	0.095891	0.0982614	0.081432	0.132074	0.202197	0.113666	0.0754174	0.148641	0.126786	0.0734187	0.0217199	0.0601096	0.085941	0.0674618	0.05809	0.355433	0.603814	0.85437	1.17045	1.65614	2.81347	0.7479562	0.00738196	0.0385864	0.021528	0.0184877	0.00799854	0.00423922	0.00217331	0.00736897	0.0146435	0.00341142	0.0147912	0.00358864	0.00962004	0.00880934	0.0184109	0.0242774	0.00211065	0.0358241	0.00788397	0.0308681	0.0169667	0.00375501	0.0134413	0.0209943	0.0220796	0.0205963	0.0112916	3.73762e-05	0.0467403	0.00228108	0.0239944	0.0778744	0.0343908	0.0225211	0.00803447	0.000213909	0.0117087	0.019573	0.036285	0.00379052	0.0213877	0.0219164	0.0181627	0.0294579	0.0450984	0.0253522	0.0168212	0.0331531	0.0282785	0.0163754	0.00484444	0.0134069	0.0191684	0.0150468	0.0129565	4.483466
2484	-2426.718	-2503.47	76.75197	0.0354168	0.0897316	0.116628	0.0394919	0.0641409	0.00454724	0.0257095	0.0233598	0.0768046	0.0358117	0.110605	0.0205797	0.0147557	0.00959208	0.0756993	0.0583586	0.038981	0.082638	0.0252789	0.0894062	0.0960904	0.00596742	0.0414527	0.14592	0.134302	0.112579	0.083666	0.0205212	0.124978	0.0435707	0.116842	0.15652	0.346469	0.0419364	0.099044	0.00268094	0.0324698	0.216757	0.152185	0.0781449	0.0552744	0.0833239	0.0135052	0.111109	0.0865537	0.0698486	0.0499399	0.150927	0.114862	0.0421212	0.067748	0.0485685	0.159416	0.0365877	0.0597544	0.299047	0.555031	0.832207	1.20162	1.8017	3.34396	0.8728557	0.00835464	0.0211672	0.027512	0.00931595	0.0151305	0.00107267	0.00606474	0.00551046	0.0181178	0.00844781	0.0260911	0.00485465	0.00348079	0.00226272	0.0178571	0.0137665	0.00919543	0.0194939	0.00596316	0.0210905	0.0226672	0.00140768	0.00977847	0.0344219	0.0316811	0.0265569	0.0197364	0.00484085	0.0294818	0.0102781	0.0275624	0.0369222	0.0817304	0.00989259	0.023364	0.000632419	0.00765947	0.0511318	0.0358998	0.018434	0.0130389	0.0196557	0.00318581	0.0262102	0.0204176	0.0164769	0.0117806	0.035603	0.0270955	0.00993618	0.0159814	0.0114571	0.0376055	0.00863085	0.0140958	4.239175
2520	-2426.338	-2502.482	76.14422	0.00741615	0.165826	0.0686986	0.066628	0.112395	0.0112967	0.0527201	0.096569	0.0423225	0.0269117	0.119008	0.0130002	0.0363977	0.0365835	0.0853581	0.11529	0.0450851	0.131507	0.0434882	0.0823058	0.150109	0.00231435	0.0426622	0.132179	0.145658	0.0779137	0.0738665	0.0158976	0.182073	0.0279827	0.0734781	0.249103	0.202261	0.011553	0.125901	0.0213297	0.0405396	0.194921	0.123757	0.0861857	0.0568461	0.132166	0.0115771	0.0836856	0.123214	0.0702961	0.0568332	0.194275	0.115979	0.0983915	0.0301371	0.0147768	0.0567655	0.172493	0.117291	0.37459	0.619473	0.861221	1.16114	1.61428	2.66958	0.7099974	0.00158695	0.0354843	0.0147005	0.0142574	0.0240509	0.00241733	0.0112813	0.0206644	0.0090564	0.0057587	0.0254659	0.00278186	0.00778858	0.00782833	0.0182654	0.0246704	0.00964756	0.0281405	0.00930583	0.0176122	0.032121	0.000495237	0.00912908	0.0282844	0.0311687	0.0166724	0.0158063	0.00340185	0.038961	0.00598788	0.0157232	0.0533043	0.0432809	0.00247217	0.0269411	0.00456423	0.00867487	0.0417102	0.0264821	0.0184425	0.0121642	0.0282816	0.00247732	0.0179075	0.0263659	0.0150423	0.0121615	0.041572	0.0248179	0.0210543	0.0064489	0.00316201	0.012147	0.0369109	0.0250986	4.673219
2556	-2438.554	-2516.39	77.83694	0.0290104	0.189078	0.0964536	0.0269535	0.0803753	0.014343	0.0133859	0.0252032	0.016964	0.00934352	0.125649	0.00886368	0.0191724	0.011334	0.0786264	0.0619297	0.0453567	0.122229	0.0397169	0.104233	0.101544	0.00696698	0.015659	0.111581	0.12318	0.103469	0.0469304	0.0251837	0.115829	0.000581615	0.0836602	0.1034	0.168739	0.00365423	0.0981513	0.0516709	0.0929325	0.0784986	0.0650939	0.096238	0.028364	0.120102	0.0170875	0.0660331	0.0060671	0.0246393	0.048451	0.209093	0.114337	0.0323681	0.0278426	0.0267448	0.142915	0.0517585	0.0272903	0.257338	0.515824	0.813403	1.2294	1.93865	3.88594	0.9814683	0.0081621	0.0531972	0.0271373	0.0075834	0.0226137	0.00403544	0.00376613	0.00709097	0.00477285	0.00262881	0.0353515	0.00249381	0.00539419	0.00318883	0.0221216	0.017424	0.0127612	0.0343894	0.0111744	0.0293261	0.0285694	0.00196017	0.00440568	0.0313934	0.0346567	0.029111	0.0132039	0.00708545	0.0325887	0.000163638	0.0235379	0.0290916	0.0474749	0.00102812	0.027615	0.0145377	0.0261467	0.0220857	0.0183142	0.0270767	0.00798026	0.0337909	0.00480759	0.0185785	0.00170699	0.00693231	0.0136318	0.0588285	0.0321687	0.0091068	0.00783355	0.00752468	0.0402092	0.0145623	0.00767816	3.554275
2592	-2433.667	-2509.853	76.18521	0.0938713	0.110948	0.10266	0.0444791	0.0944603	0.00319064	0.0230627	0.0325023	0.00349764	0.0383903	0.110086	0.0285603	0.04063	0.0135532	0.163779	0.10658	0.0766177	0.226658	0.0656128	0.0962108	0.0530155	0.020683	0.0323882	0.141921	0.166387	0.118908	0.0931103	0.0020885	0.153847	2.80203e-05	0.0538223	0.185295	0.126036	0.00703656	0.0611672	0.0369226	0.10667	0.139003	0.144035	0.0635003	0.0547127	0.116844	0.0129214	0.00734513	0.029746	0.0463939	0.132383	0.288613	0.0703285	0.0441678	0.0476876	0.145818	0.143929	0.203628	0.0400971	0.304183	0.559659	0.834366	1.19851	1.7868	3.28749	0.8605426	0.0205595	0.0242996	0.0224844	0.00974174	0.0206885	0.000698807	0.00505116	0.0071186	0.000766048	0.00840819	0.0241108	0.00625522	0.00889871	0.0029684	0.0358707	0.0233429	0.0167807	0.0496423	0.0143704	0.0210719	0.0116114	0.00452996	0.0070936	0.0310833	0.0364418	0.0260431	0.0203928	0.00045742	0.0336952	6.13695e-06	0.0117881	0.040583	0.0276043	0.00154114	0.0133967	0.00808673	0.0233627	0.0304441	0.0315462	0.0139077	0.0119831	0.025591	0.00283003	0.00160872	0.00651491	0.0101611	0.0289942	0.0632114	0.0154032	0.00967356	0.0104445	0.0319368	0.031523	0.0445983	0.00878199	4.565829
2628	-2431.087	-2506.812	75.72435	0.0520886	0.194591	0.157118	0.0458614	0.0772765	0.0100565	0.00172027	0.0472804	0.0323872	0.0519186	0.0457386	0.00197291	0.0377779	0.0479215	0.12825	0.0531939	0.0356954	0.119992	0.082924	0.0847422	0.144934	0.0281008	0.0473569	0.214918	0.138802	0.124264	0.0820142	0.0111164	0.157687	0.0707179	0.00280778	0.183462	0.080452	0.149997	0.00383946	0.0758071	0.123345	0.17876	0.00442642	0.0786956	0.0265479	0.0803455	0.19382	0.193352	0.193038	0.0202838	0.119917	0.0556405	0.126938	0.0823509	0.126003	0.072883	0.0266498	0.0858949	0.274269	0.35672	0.60488	0.85484	1.16981	1.65322	2.80332	0.7453422	0.0106565	0.0398105	0.0321439	0.00938256	0.0158096	0.00205741	0.000351941	0.00967285	0.00662593	0.0106218	0.00935743	0.000403628	0.00772879	0.00980403	0.026238	0.0108827	0.00730274	0.0245486	0.016965	0.017337	0.0296513	0.005749	0.00968851	0.0439691	0.0283968	0.0254226	0.0167789	0.00227425	0.0322605	0.0144678	0.000574429	0.0375336	0.0164593	0.030687	0.000785495	0.015509	0.0252344	0.0365716	0.000905579	0.0160999	0.00543129	0.0164375	0.0396527	0.039557	0.0394926	0.00414975	0.0245331	0.0113832	0.0259696	0.0168478	0.0257784	0.0149108	0.00545215	0.0175728	0.0561113	4.887944
2664	-2426.446	-2503.201	76.75558	0.0453476	0.0798816	0.0733308	0.0609814	0.0474481	0.0201031	0.0366277	0.0116512	0.0422537	0.0290086	0.0713678	0.0118018	0.0350926	0.0404271	0.0586449	0.0952167	0.0336166	0.13404	0.0863566	0.0974164	0.10878	0.00411047	0.047441	0.229145	0.114368	0.125349	0.113205	0.00771834	0.126974	0.0358673	0.0276602	0.116283	0.0906501	0.0651812	0.134166	0.178694	0.10663	0.0909622	0.0826519	0.0128941	0.00912967	0.233393	0.0317797	0.0476815	0.0276891	0.0943246	0.0617767	0.0972865	0.11089	0.195471	0.0350464	0.109235	0.11879	0.0521586	0.117841	0.325485	0.578442	0.843004	1.18623	1.72878	3.07234	0.8116016	0.0106155	0.0186996	0.0171661	0.0142752	0.0111072	0.00470596	0.00857424	0.00272745	0.00989122	0.00679067	0.0167066	0.00276271	0.00821488	0.00946364	0.0137283	0.0222894	0.00786935	0.0313775	0.0202153	0.0228043	0.0254644	0.000962225	0.0111055	0.0536409	0.0267726	0.0293431	0.0265003	0.0018068	0.0297234	0.00839623	0.00647502	0.0272208	0.0212204	0.0152583	0.031407	0.0418307	0.0249611	0.0212935	0.0193481	0.00301839	0.00213718	0.0546353	0.00743936	0.0111618	0.00648177	0.0220806	0.0144614	0.0227739	0.0259584	0.0457582	0.00820407	0.025571	0.0278077	0.0122099	0.0275855	4.271837
